warehouse_id,article_id,date_time,quantity
Lager 2,Artikel 3,2019-03-05,5
Lager 2,Artikel 3,2019-03-04,1
Lager 2,Artikel 3,2018-08-16,4
Lager 2,Artikel 3,2018-08-14,10
Lager 2,Artikel 3,2018-08-06,2
Lager 2,Artikel 3,2018-08-16,1
Lager 2,Artikel 3,2018-08-23,2
Lager 2,Artikel 3,2018-07-18,6
Lager 2,Artikel 3,2018-07-17,2
Lager 2,Artikel 3,2018-07-16,20
Lager 2,Artikel 3,2020-08-10,7
Lager 2,Artikel 3,2018-04-13,3
Lager 2,Artikel 3,2018-07-11,10
Lager 2,Artikel 3,2018-07-11,5
Lager 2,Artikel 3,2018-07-13,30
Lager 2,Artikel 3,2018-07-12,2
Lager 2,Artikel 3,2018-07-09,4
Lager 2,Artikel 3,2018-06-12,4
Lager 2,Artikel 3,2018-06-06,30
Lager 2,Artikel 3,2018-07-10,4
Lager 2,Artikel 3,2019-07-05,1
Lager 2,Artikel 3,2018-07-04,20
Lager 2,Artikel 3,2018-07-05,4
Lager 2,Artikel 3,2018-06-07,10
Lager 2,Artikel 3,2018-06-12,10
Lager 2,Artikel 3,2018-06-07,10
Lager 2,Artikel 3,2019-06-21,4
Lager 2,Artikel 3,2018-07-26,10
Lager 2,Artikel 3,2018-06-06,10
Lager 2,Artikel 3,2019-10-10,5
Lager 2,Artikel 3,2019-10-11,15
Lager 2,Artikel 3,2019-10-10,5
Lager 2,Artikel 3,2019-10-11,30
Lager 2,Artikel 3,2019-06-26,10
Lager 2,Artikel 3,2019-06-28,8
Lager 2,Artikel 3,2019-06-26,10
Lager 2,Artikel 3,2019-06-25,5
Lager 2,Artikel 3,2019-06-25,5
Lager 2,Artikel 3,2019-06-26,10
Lager 2,Artikel 3,2018-07-17,10
Lager 2,Artikel 3,2018-07-13,5
Lager 2,Artikel 3,2018-07-20,30
Lager 2,Artikel 3,2018-06-22,5
Lager 2,Artikel 3,2019-10-03,10
Lager 2,Artikel 3,2019-03-06,30
Lager 2,Artikel 3,2019-10-01,10
Lager 2,Artikel 3,2019-03-06,30
Lager 2,Artikel 3,2019-06-04,10
Lager 2,Artikel 3,2019-06-04,1
Lager 2,Artikel 3,2019-06-04,2
Lager 2,Artikel 3,2019-06-03,3
Lager 2,Artikel 3,2019-06-06,10
Lager 2,Artikel 3,2018-04-09,5
Lager 2,Artikel 3,2017-09-05,1
Lager 2,Artikel 3,2017-09-06,20
Lager 2,Artikel 3,2020-08-11,4
Lager 2,Artikel 3,2020-08-11,10
Lager 2,Artikel 3,2018-07-11,5
Lager 2,Artikel 3,2018-07-09,5
Lager 2,Artikel 3,2018-06-07,4
Lager 2,Artikel 3,2018-07-12,4
Lager 2,Artikel 3,2018-06-15,1
Lager 2,Artikel 3,2018-06-11,30
Lager 2,Artikel 3,2019-06-24,6
Lager 2,Artikel 3,2019-06-24,2
Lager 2,Artikel 3,2019-06-28,20
Lager 2,Artikel 3,2018-02-06,30
Lager 2,Artikel 3,2019-10-09,5
Lager 2,Artikel 3,2019-10-10,10
Lager 2,Artikel 3,2018-02-07,10
Lager 2,Artikel 3,2018-02-06,10
Lager 2,Artikel 3,2018-02-08,10
Lager 2,Artikel 3,2019-07-04,10
Lager 2,Artikel 3,2018-06-15,20
Lager 2,Artikel 3,2018-06-19,3
Lager 2,Artikel 3,2018-06-18,10
Lager 2,Artikel 3,2018-06-19,5
Lager 2,Artikel 3,2018-06-21,10
Lager 2,Artikel 3,2018-06-20,1
Lager 2,Artikel 3,2018-06-19,5
Lager 2,Artikel 3,2018-06-21,5
Lager 2,Artikel 3,2018-06-22,4
Lager 2,Artikel 3,2018-07-02,60
Lager 2,Artikel 3,2018-07-03,10
Lager 2,Artikel 3,2019-06-19,10
Lager 2,Artikel 3,2019-06-21,10
Lager 2,Artikel 3,2019-06-21,8
Lager 2,Artikel 3,2019-06-14,4
Lager 2,Artikel 3,2019-06-19,2
Lager 2,Artikel 3,2019-06-19,1
Lager 2,Artikel 3,2019-06-19,10
Lager 2,Artikel 3,2019-05-20,10
Lager 2,Artikel 3,2019-05-23,5
Lager 2,Artikel 3,2019-06-13,10
Lager 2,Artikel 3,2019-06-21,5
Lager 2,Artikel 3,2019-06-14,20
Lager 2,Artikel 3,2019-06-18,2
Lager 2,Artikel 3,2017-09-06,30
Lager 2,Artikel 3,2018-03-13,10
Lager 2,Artikel 3,2019-06-27,6
Lager 2,Artikel 3,2018-06-15,2
Lager 2,Artikel 3,2019-06-26,10
Lager 2,Artikel 3,2019-06-24,20
Lager 2,Artikel 3,2020-08-13,20
Lager 2,Artikel 3,2018-02-07,10
Lager 2,Artikel 3,2018-02-02,60
Lager 2,Artikel 3,2019-10-09,3
Lager 2,Artikel 3,2018-02-08,5
Lager 2,Artikel 3,2018-03-14,2
Lager 2,Artikel 3,2018-09-24,20
Lager 2,Artikel 3,2018-09-27,10
Lager 2,Artikel 3,2018-09-24,30
Lager 2,Artikel 3,2018-09-26,1
Lager 2,Artikel 3,2018-09-24,10
Lager 2,Artikel 3,2018-09-28,10
Lager 2,Artikel 3,2018-09-25,5
Lager 2,Artikel 3,2018-09-25,4
Lager 2,Artikel 3,2019-06-24,1
Lager 2,Artikel 3,2018-07-30,3
Lager 2,Artikel 3,2018-07-30,2
Lager 2,Artikel 3,2018-07-31,8
Lager 2,Artikel 3,2018-07-31,1
Lager 2,Artikel 3,2019-06-24,6
Lager 2,Artikel 3,2019-06-26,2
Lager 2,Artikel 3,2020-08-12,5
Lager 2,Artikel 3,2019-06-27,8
Lager 2,Artikel 3,2018-04-17,5
Lager 2,Artikel 3,2018-04-16,5
Lager 2,Artikel 3,2019-10-09,10
Lager 2,Artikel 3,2019-10-10,10
Lager 2,Artikel 3,2019-10-09,2
Lager 2,Artikel 3,2019-10-09,10
Lager 2,Artikel 3,2018-09-27,3
Lager 2,Artikel 3,2019-07-10,6
Lager 2,Artikel 3,2019-07-04,10
Lager 2,Artikel 3,2019-07-05,10
Lager 2,Artikel 3,2019-07-16,6
Lager 2,Artikel 3,2019-07-16,10
Lager 2,Artikel 3,2019-07-17,8
Lager 2,Artikel 3,2019-07-18,6
Lager 2,Artikel 3,2019-07-18,8
Lager 2,Artikel 3,2019-07-10,5
Lager 2,Artikel 3,2019-07-22,10
Lager 2,Artikel 3,2018-06-21,5
Lager 2,Artikel 3,2018-06-18,6
Lager 2,Artikel 3,2018-06-19,4
Lager 2,Artikel 3,2018-06-21,30
Lager 2,Artikel 3,2019-10-03,20
Lager 2,Artikel 3,2019-10-01,20
Lager 2,Artikel 3,2019-09-30,20
Lager 2,Artikel 3,2019-10-01,6
Lager 2,Artikel 3,2019-10-04,10
Lager 2,Artikel 3,2019-06-04,5
Lager 2,Artikel 3,2019-06-04,10
Lager 2,Artikel 3,2019-06-04,10
Lager 2,Artikel 3,2019-06-07,7
Lager 2,Artikel 3,2019-06-26,30
Lager 2,Artikel 3,2018-04-17,30
Lager 2,Artikel 3,2019-10-10,12
Lager 2,Artikel 3,2019-10-11,2
Lager 2,Artikel 3,2018-06-13,4
Lager 2,Artikel 3,2018-06-25,2
Lager 2,Artikel 3,2018-06-25,4
Lager 2,Artikel 3,2018-06-28,1
Lager 2,Artikel 3,2018-08-01,10
Lager 2,Artikel 3,2018-08-01,10
Lager 2,Artikel 3,2018-08-01,10
Lager 2,Artikel 3,2018-08-03,10
Lager 2,Artikel 3,2018-08-03,5
Lager 2,Artikel 3,2018-08-01,10
Lager 2,Artikel 3,2018-08-02,1
Lager 2,Artikel 3,2018-08-03,10
Lager 2,Artikel 3,2018-08-02,4
Lager 2,Artikel 3,2018-08-01,8
Lager 2,Artikel 3,2018-08-01,2
Lager 2,Artikel 3,2019-06-19,20
Lager 2,Artikel 3,2019-06-18,4
Lager 2,Artikel 3,2019-03-07,8
Lager 2,Artikel 3,2019-03-07,10
Lager 2,Artikel 3,2019-03-08,4
Lager 2,Artikel 3,2019-03-12,4
Lager 2,Artikel 3,2019-03-12,4
Lager 2,Artikel 3,2019-03-13,6
Lager 2,Artikel 3,2019-03-13,5
Lager 2,Artikel 3,2019-03-14,4
Lager 2,Artikel 3,2019-03-13,6
Lager 2,Artikel 3,2019-03-14,4
Lager 2,Artikel 3,2019-03-12,10
Lager 2,Artikel 3,2019-03-08,1
Lager 2,Artikel 3,2019-10-03,10
Lager 2,Artikel 3,2019-03-19,30
Lager 2,Artikel 3,2019-10-11,10
Lager 2,Artikel 3,2017-08-21,2
Lager 2,Artikel 3,2017-08-24,6
Lager 2,Artikel 3,2017-08-24,10
Lager 2,Artikel 3,2017-08-24,8
Lager 2,Artikel 3,2020-05-05,2
Lager 2,Artikel 3,2020-05-04,5
Lager 2,Artikel 3,2020-05-04,5
Lager 2,Artikel 3,2020-05-05,1
Lager 2,Artikel 3,2020-05-06,6
Lager 2,Artikel 3,2020-05-07,6
Lager 2,Artikel 3,2017-08-25,30
Lager 2,Artikel 3,2019-12-03,1
Lager 2,Artikel 3,2019-12-04,12
Lager 2,Artikel 3,2019-12-13,5
Lager 2,Artikel 3,2017-08-29,3
Lager 2,Artikel 3,2018-07-19,4
Lager 2,Artikel 3,2018-07-20,5
Lager 2,Artikel 3,2018-07-18,10
Lager 2,Artikel 3,2018-07-19,10
Lager 2,Artikel 3,2018-07-17,2
Lager 2,Artikel 3,2017-08-21,30
Lager 2,Artikel 3,2017-08-24,6
Lager 2,Artikel 3,2020-05-04,5
Lager 2,Artikel 3,2020-05-08,6
Lager 2,Artikel 3,2020-05-08,10
Lager 2,Artikel 3,2020-05-07,10
Lager 2,Artikel 3,2020-05-06,3
Lager 2,Artikel 3,2020-05-06,10
Lager 2,Artikel 3,2020-01-02,2
Lager 2,Artikel 3,2020-05-05,10
Lager 2,Artikel 3,2020-05-04,10
Lager 2,Artikel 3,2020-05-06,10
Lager 2,Artikel 3,2020-05-07,10
Lager 2,Artikel 3,2020-05-08,10
Lager 2,Artikel 3,2020-05-12,10
Lager 2,Artikel 3,2020-05-12,10
Lager 2,Artikel 3,2019-10-08,8
Lager 2,Artikel 3,2017-08-24,20
Lager 2,Artikel 3,2017-08-23,2
Lager 2,Artikel 3,2020-01-09,10
Lager 2,Artikel 3,2017-08-29,30
Lager 2,Artikel 3,2020-01-07,5
Lager 2,Artikel 3,2020-01-08,1
Lager 2,Artikel 3,2017-08-29,2
Lager 2,Artikel 3,2020-01-09,2
Lager 2,Artikel 3,2017-08-30,5
Lager 2,Artikel 3,2020-01-08,1
Lager 2,Artikel 3,2020-01-08,3
Lager 2,Artikel 3,2017-08-24,4
Lager 2,Artikel 3,2020-01-08,10
Lager 2,Artikel 3,2017-08-28,15
Lager 2,Artikel 3,2019-07-19,8
Lager 2,Artikel 3,2019-07-17,20
Lager 2,Artikel 3,2019-07-19,1
Lager 2,Artikel 3,2019-07-15,25
Lager 2,Artikel 3,2018-06-18,10
Lager 2,Artikel 3,2018-06-25,20
Lager 2,Artikel 3,2018-06-07,30
Lager 2,Artikel 3,2018-06-26,30
Lager 2,Artikel 3,2018-06-20,3
Lager 2,Artikel 3,2019-10-04,10
Lager 2,Artikel 3,2019-10-02,7
Lager 2,Artikel 3,2019-10-04,20
Lager 2,Artikel 3,2019-10-03,4
Lager 2,Artikel 3,2019-06-07,30
Lager 2,Artikel 3,2019-08-14,10
Lager 2,Artikel 3,2019-10-10,60
Lager 2,Artikel 3,2017-08-29,10
Lager 2,Artikel 3,2017-08-29,2
Lager 2,Artikel 3,2018-08-01,30
Lager 2,Artikel 3,2018-08-02,2
Lager 2,Artikel 3,2018-06-25,6
Lager 2,Artikel 3,2018-06-06,5
Lager 2,Artikel 3,2019-06-12,10
Lager 2,Artikel 3,2018-06-18,4
Lager 2,Artikel 3,2018-06-25,1
Lager 2,Artikel 3,2019-06-11,6
Lager 2,Artikel 3,2019-06-11,8
Lager 2,Artikel 3,2019-06-12,30
Lager 2,Artikel 3,2019-06-12,30
Lager 2,Artikel 3,2019-06-11,10
Lager 2,Artikel 3,2019-06-07,3
Lager 2,Artikel 3,2019-06-12,2
Lager 2,Artikel 3,2019-06-13,4
Lager 2,Artikel 3,2019-06-13,10
Lager 2,Artikel 3,2019-06-14,30
Lager 2,Artikel 3,2019-06-17,20
Lager 2,Artikel 3,2019-06-14,6
Lager 2,Artikel 3,2019-06-18,30
Lager 2,Artikel 3,2019-06-18,10
Lager 2,Artikel 3,2019-03-08,20
Lager 2,Artikel 3,2019-03-12,40
Lager 2,Artikel 3,2020-05-04,10
Lager 2,Artikel 3,2020-05-04,5
Lager 2,Artikel 3,2017-08-23,15
Lager 2,Artikel 3,2017-08-18,8
Lager 2,Artikel 3,2017-08-24,4
Lager 2,Artikel 3,2017-08-21,6
Lager 2,Artikel 3,2017-08-24,5
Lager 2,Artikel 3,2017-08-25,30
Lager 2,Artikel 3,2020-05-06,20
Lager 2,Artikel 3,2017-08-25,1
Lager 2,Artikel 3,2017-08-21,30
Lager 2,Artikel 3,2017-08-21,20
Lager 2,Artikel 3,2017-08-18,5
Lager 2,Artikel 3,2017-08-24,2
Lager 2,Artikel 3,2020-05-12,30
Lager 2,Artikel 3,2017-08-24,5
Lager 2,Artikel 3,2018-07-26,3
Lager 2,Artikel 3,2018-07-24,3
Lager 2,Artikel 3,2018-07-27,10
Lager 2,Artikel 3,2018-08-09,20
Lager 2,Artikel 3,2018-08-03,4
Lager 2,Artikel 3,2018-08-07,15
Lager 2,Artikel 3,2018-08-10,8
Lager 2,Artikel 3,2018-08-10,1
Lager 2,Artikel 3,2018-08-06,20
Lager 2,Artikel 3,2018-08-09,30
Lager 2,Artikel 3,2018-08-06,10
Lager 2,Artikel 3,2018-08-06,4
Lager 2,Artikel 3,2018-08-07,10
Lager 2,Artikel 3,2018-08-06,2
Lager 2,Artikel 3,2018-08-07,10
Lager 2,Artikel 3,2018-08-08,1
Lager 2,Artikel 3,2018-08-08,10
Lager 2,Artikel 3,2018-08-07,20
Lager 2,Artikel 3,2018-08-13,2
Lager 2,Artikel 3,2018-08-14,2
Lager 2,Artikel 3,2018-08-13,4
Lager 2,Artikel 3,2018-08-16,1
Lager 2,Artikel 3,2018-08-13,4
Lager 2,Artikel 3,2018-08-16,5
Lager 2,Artikel 3,2018-03-09,30
Lager 2,Artikel 3,2018-03-01,5
Lager 2,Artikel 3,2020-08-19,3
Lager 2,Artikel 3,2017-12-14,30
Lager 2,Artikel 3,2017-09-22,3
Lager 2,Artikel 3,2018-08-23,10
Lager 2,Artikel 3,2018-08-20,10
Lager 2,Artikel 3,2018-08-16,5
Lager 2,Artikel 3,2018-08-21,20
Lager 2,Artikel 3,2018-08-20,1
Lager 2,Artikel 3,2018-08-24,30
Lager 2,Artikel 3,2018-08-24,5
Lager 2,Artikel 3,2018-08-20,25
Lager 2,Artikel 3,2018-08-21,10
Lager 2,Artikel 3,2017-08-21,2
Lager 2,Artikel 3,2018-08-30,1
Lager 2,Artikel 3,2018-08-30,5
Lager 2,Artikel 3,2018-08-29,30
Lager 2,Artikel 3,2018-08-28,1
Lager 2,Artikel 3,2018-08-31,30
Lager 2,Artikel 3,2018-08-27,15
Lager 2,Artikel 3,2018-08-21,30
Lager 2,Artikel 3,2018-08-21,4
Lager 2,Artikel 3,2018-08-27,5
Lager 2,Artikel 3,2018-08-24,10
Lager 2,Artikel 3,2018-08-28,10
Lager 2,Artikel 3,2018-08-28,10
Lager 2,Artikel 3,2018-08-23,20
Lager 2,Artikel 3,2018-08-13,30
Lager 2,Artikel 3,2018-08-07,5
Lager 2,Artikel 3,2018-02-06,30
Lager 2,Artikel 3,2018-04-16,30
Lager 2,Artikel 3,2020-08-13,5
Lager 2,Artikel 3,2020-08-11,10
Lager 2,Artikel 3,2018-03-14,2
Lager 2,Artikel 3,2020-08-12,5
Lager 2,Artikel 3,2018-03-13,3
Lager 2,Artikel 3,2018-02-08,6
Lager 2,Artikel 3,2020-08-13,1
Lager 2,Artikel 3,2020-08-11,10
Lager 2,Artikel 3,2019-07-11,2
Lager 2,Artikel 3,2019-07-18,6
Lager 2,Artikel 3,2019-07-17,10
Lager 2,Artikel 3,2019-07-17,4
Lager 2,Artikel 3,2019-07-22,5
Lager 2,Artikel 3,2018-06-27,20
Lager 2,Artikel 3,2018-07-03,20
Lager 2,Artikel 3,2018-06-26,20
Lager 2,Artikel 3,2018-06-26,10
Lager 2,Artikel 3,2019-10-01,10
Lager 2,Artikel 3,2018-08-28,10
Lager 2,Artikel 3,2019-06-11,5
Lager 2,Artikel 3,2019-06-11,5
Lager 2,Artikel 3,2019-06-12,1
Lager 2,Artikel 3,2019-06-12,10
Lager 2,Artikel 3,2019-06-13,20
Lager 2,Artikel 3,2019-06-12,10
Lager 2,Artikel 3,2019-06-12,10
Lager 2,Artikel 3,2019-10-07,5
Lager 2,Artikel 3,2019-06-11,10
Lager 2,Artikel 3,2019-06-11,30
Lager 2,Artikel 3,2019-03-05,2
Lager 2,Artikel 3,2019-03-06,3
Lager 2,Artikel 3,2019-03-07,3
Lager 2,Artikel 3,2019-03-04,30
Lager 2,Artikel 3,2019-03-06,20
Lager 2,Artikel 3,2019-03-08,10
Lager 2,Artikel 3,2019-03-06,6
Lager 2,Artikel 3,2019-03-06,20
Lager 2,Artikel 3,2019-03-06,4
Lager 2,Artikel 3,2019-03-07,5
Lager 2,Artikel 3,2019-03-07,7
Lager 2,Artikel 3,2019-03-08,2
Lager 2,Artikel 3,2019-03-11,2
Lager 2,Artikel 3,2019-03-11,5
Lager 2,Artikel 3,2019-12-18,1
Lager 2,Artikel 3,2019-12-20,2
Lager 2,Artikel 3,2018-07-23,10
Lager 2,Artikel 3,2018-07-24,5
Lager 2,Artikel 3,2018-07-25,4
Lager 2,Artikel 3,2018-07-24,8
Lager 2,Artikel 3,2018-07-23,10
Lager 2,Artikel 3,2018-07-24,10
Lager 2,Artikel 3,2018-07-27,10
Lager 2,Artikel 3,2018-07-27,30
Lager 2,Artikel 3,2018-07-23,2
Lager 2,Artikel 3,2018-07-02,6
Lager 2,Artikel 3,2018-07-05,8
Lager 2,Artikel 3,2018-07-23,4
Lager 2,Artikel 3,2018-07-25,2
Lager 2,Artikel 3,2018-07-26,1
Lager 2,Artikel 3,2018-07-27,2
Lager 2,Artikel 3,2018-07-26,5
Lager 2,Artikel 3,2018-09-20,2
Lager 2,Artikel 3,2018-09-13,10
Lager 2,Artikel 3,2018-09-25,10
Lager 2,Artikel 3,2018-09-26,20
Lager 2,Artikel 3,2018-09-26,8
Lager 2,Artikel 3,2018-09-24,3
Lager 2,Artikel 3,2018-09-24,2
Lager 2,Artikel 3,2018-09-26,4
Lager 2,Artikel 3,2018-09-27,15
Lager 2,Artikel 3,2020-08-13,20
Lager 2,Artikel 3,2020-08-12,3
Lager 2,Artikel 3,2020-08-12,1
Lager 2,Artikel 3,2020-08-13,6
Lager 2,Artikel 3,2018-05-17,20
Lager 2,Artikel 3,2019-10-02,10
Lager 2,Artikel 3,2018-06-14,6
Lager 2,Artikel 3,2019-10-03,10
Lager 2,Artikel 3,2019-10-02,20
Lager 2,Artikel 3,2019-10-01,4
Lager 2,Artikel 3,2019-10-02,2
Lager 2,Artikel 3,2019-10-08,10
Lager 2,Artikel 3,2019-10-07,10
Lager 2,Artikel 3,2018-06-28,10
Lager 2,Artikel 3,2019-10-04,10
Lager 2,Artikel 3,2019-03-07,8
Lager 2,Artikel 3,2020-04-24,20
Lager 2,Artikel 3,2020-04-22,3
Lager 2,Artikel 3,2020-04-27,6
Lager 2,Artikel 3,2020-04-29,5
Lager 2,Artikel 3,2020-04-29,10
Lager 2,Artikel 3,2020-04-28,10
Lager 2,Artikel 3,2019-12-16,5
Lager 2,Artikel 3,2019-12-20,10
Lager 2,Artikel 3,2019-12-19,30
Lager 2,Artikel 3,2019-12-18,10
Lager 2,Artikel 3,2019-12-18,2
Lager 2,Artikel 3,2019-12-18,1
Lager 2,Artikel 3,2019-12-17,10
Lager 2,Artikel 3,2019-12-19,2
Lager 2,Artikel 3,2018-07-25,30
Lager 2,Artikel 3,2018-07-25,1
Lager 2,Artikel 3,2017-08-28,10
Lager 2,Artikel 3,2017-08-31,10
Lager 2,Artikel 3,2017-08-28,20
Lager 2,Artikel 3,2017-08-29,10
Lager 2,Artikel 3,2017-08-25,2
Lager 2,Artikel 3,2017-08-30,10
Lager 2,Artikel 3,2020-05-11,7
Lager 2,Artikel 3,2020-05-12,10
Lager 2,Artikel 3,2020-05-14,50
Lager 2,Artikel 3,2020-08-14,15
Lager 2,Artikel 3,2020-08-14,1
Lager 2,Artikel 3,2017-09-11,1
Lager 2,Artikel 3,2020-08-11,10
Lager 2,Artikel 3,2020-08-10,5
Lager 2,Artikel 3,2020-08-11,2
Lager 2,Artikel 3,2019-07-12,5
Lager 2,Artikel 3,2019-07-16,5
Lager 2,Artikel 3,2019-07-12,4
Lager 2,Artikel 3,2018-06-05,10
Lager 2,Artikel 3,2018-06-20,6
Lager 2,Artikel 3,2018-06-25,2
Lager 2,Artikel 3,2018-06-21,20
Lager 2,Artikel 3,2018-06-26,20
Lager 2,Artikel 3,2018-06-27,20
Lager 2,Artikel 3,2018-06-29,5
Lager 2,Artikel 3,2020-04-23,10
Lager 2,Artikel 3,2019-07-26,4
Lager 2,Artikel 3,2019-07-26,10
Lager 2,Artikel 3,2019-07-24,20
Lager 2,Artikel 3,2019-07-25,8
Lager 2,Artikel 3,2019-07-24,30
Lager 2,Artikel 3,2019-07-23,10
Lager 2,Artikel 3,2019-07-23,5
Lager 2,Artikel 3,2019-07-23,5
Lager 2,Artikel 3,2019-07-29,60
Lager 2,Artikel 3,2019-07-17,5
Lager 2,Artikel 3,2019-09-03,10
Lager 2,Artikel 3,2019-09-05,1
Lager 2,Artikel 3,2019-09-03,10
Lager 2,Artikel 3,2018-07-23,60
Lager 2,Artikel 3,2018-02-19,6
Lager 2,Artikel 3,2018-02-13,10
Lager 2,Artikel 3,2018-03-14,5
Lager 2,Artikel 3,2018-03-16,1
Lager 2,Artikel 3,2018-02-14,10
Lager 2,Artikel 3,2018-02-23,10
Lager 2,Artikel 3,2018-02-16,20
Lager 2,Artikel 3,2018-03-13,1
Lager 2,Artikel 3,2018-03-16,1
Lager 2,Artikel 3,2018-03-13,6
Lager 2,Artikel 3,2018-03-16,10
Lager 2,Artikel 3,2017-09-11,4
Lager 2,Artikel 3,2017-09-06,40
Lager 2,Artikel 3,2017-09-11,2
Lager 2,Artikel 3,2017-09-12,20
Lager 2,Artikel 3,2017-09-08,10
Lager 2,Artikel 3,2017-09-11,10
Lager 2,Artikel 3,2017-09-14,1
Lager 2,Artikel 3,2017-09-11,6
Lager 2,Artikel 3,2017-09-11,20
Lager 2,Artikel 3,2017-09-12,2
Lager 2,Artikel 3,2018-04-17,8
Lager 2,Artikel 3,2017-12-06,2
Lager 2,Artikel 3,2017-12-06,5
Lager 2,Artikel 3,2017-12-05,4
Lager 2,Artikel 3,2017-12-06,4
