warehouse_id,article_id,date_time,quantity
Lager 2,Artikel 3,2018-07-09,30.0
Lager 2,Artikel 3,2018-07-18,30.0
Lager 2,Artikel 3,2018-06-12,30.0
Lager 2,Artikel 3,2018-07-17,20.0
Lager 2,Artikel 3,2018-06-07,4.0
Lager 2,Artikel 3,2019-07-10,14.0
Lager 2,Artikel 3,2018-07-04,20.0
Lager 2,Artikel 3,2019-07-09,6.0
Lager 2,Artikel 3,2019-02-25,6.0
Lager 2,Artikel 3,2019-07-09,2.0
Lager 2,Artikel 3,2019-07-10,20.0
Lager 2,Artikel 3,2018-07-11,4.0
Lager 2,Artikel 3,2018-07-03,10.0
Lager 2,Artikel 3,2018-07-16,10.0
Lager 2,Artikel 3,2018-06-11,10.0
Lager 2,Artikel 3,2019-06-26,20.0
Lager 2,Artikel 3,2019-06-26,2.0
Lager 2,Artikel 3,2018-06-11,20.0
Lager 2,Artikel 3,2018-06-11,2.0
Lager 2,Artikel 3,2018-06-14,4.0
Lager 2,Artikel 3,2019-10-01,5.0
Lager 2,Artikel 3,2019-02-07,4.0
Lager 2,Artikel 3,2019-02-27,5.0
Lager 2,Artikel 3,2019-02-20,5.0
Lager 2,Artikel 3,2019-10-03,5.0
Lager 2,Artikel 3,2019-10-01,10.0
Lager 2,Artikel 3,2019-02-28,5.0
Lager 2,Artikel 3,2019-03-01,2.0
Lager 2,Artikel 3,2019-03-05,5.0
Lager 2,Artikel 3,2019-03-04,1.0
Lager 2,Artikel 3,2018-08-16,4.0
Lager 2,Artikel 3,2018-08-14,10.0
Lager 2,Artikel 3,2018-08-06,2.0
Lager 2,Artikel 3,2018-08-16,1.0
Lager 2,Artikel 3,2018-08-23,2.0
Lager 2,Artikel 3,2018-07-18,6.0
Lager 2,Artikel 3,2018-07-17,2.0
Lager 2,Artikel 3,2018-07-16,20.0
Lager 2,Artikel 3,2020-08-10,7.0
Lager 2,Artikel 3,2018-04-13,3.0
Lager 2,Artikel 3,2018-07-11,10.0
Lager 2,Artikel 3,2018-07-11,5.0
Lager 2,Artikel 3,2018-07-13,30.0
Lager 2,Artikel 3,2018-07-12,2.0
Lager 2,Artikel 3,2018-07-09,4.0
Lager 2,Artikel 3,2018-06-12,4.0
Lager 2,Artikel 3,2018-06-06,30.0
Lager 2,Artikel 3,2018-07-10,4.0
Lager 2,Artikel 3,2019-07-05,1.0
Lager 2,Artikel 3,2018-07-04,20.0
Lager 2,Artikel 3,2018-07-05,4.0
Lager 2,Artikel 3,2018-06-07,10.0
Lager 2,Artikel 3,2018-06-12,10.0
Lager 2,Artikel 3,2018-06-07,10.0
Lager 2,Artikel 3,2019-06-21,4.0
Lager 2,Artikel 3,2018-07-26,10.0
Lager 2,Artikel 3,2018-06-06,10.0
Lager 2,Artikel 3,2019-10-10,5.0
Lager 2,Artikel 3,2019-10-11,15.0
Lager 2,Artikel 3,2019-10-10,5.0
Lager 2,Artikel 3,2019-10-11,30.0
Lager 2,Artikel 3,2019-06-26,10.0
Lager 2,Artikel 3,2019-06-28,8.0
Lager 2,Artikel 3,2019-06-26,10.0
Lager 2,Artikel 3,2019-06-25,5.0
Lager 2,Artikel 3,2019-06-25,5.0
Lager 2,Artikel 3,2019-06-26,10.0
Lager 2,Artikel 3,2018-07-17,10.0
Lager 2,Artikel 3,2018-07-13,5.0
Lager 2,Artikel 3,2018-07-20,30.0
Lager 2,Artikel 3,2018-06-22,5.0
Lager 2,Artikel 3,2019-10-03,10.0
Lager 2,Artikel 3,2019-03-06,30.0
Lager 2,Artikel 3,2019-10-01,10.0
Lager 2,Artikel 3,2019-03-06,30.0
Lager 2,Artikel 3,2019-06-04,10.0
Lager 2,Artikel 3,2019-06-04,1.0
Lager 2,Artikel 3,2019-06-04,2.0
Lager 2,Artikel 3,2019-06-03,3.0
Lager 2,Artikel 3,2019-06-06,10.0
Lager 2,Artikel 3,2018-04-09,5.0
Lager 2,Artikel 3,2017-09-05,1.0
Lager 2,Artikel 3,2017-09-06,20.0
Lager 2,Artikel 3,2020-08-11,4.0
Lager 2,Artikel 3,2020-08-11,10.0
Lager 2,Artikel 3,2018-07-11,5.0
Lager 2,Artikel 3,2018-07-09,5.0
Lager 2,Artikel 3,2018-06-07,4.0
Lager 2,Artikel 3,2018-07-12,4.0
Lager 2,Artikel 3,2018-06-15,1.0
Lager 2,Artikel 3,2018-06-11,30.0
Lager 2,Artikel 3,2019-06-24,6.0
Lager 2,Artikel 3,2019-06-24,2.0
Lager 2,Artikel 3,2019-06-28,20.0
Lager 2,Artikel 3,2018-02-06,30.0
Lager 2,Artikel 3,2019-10-09,5.0
Lager 2,Artikel 3,2019-10-10,10.0
Lager 2,Artikel 3,2018-02-07,10.0
Lager 2,Artikel 3,2018-02-06,10.0
Lager 2,Artikel 3,2018-02-08,10.0
Lager 2,Artikel 3,2019-07-04,10.0
Lager 2,Artikel 3,2018-06-15,20.0
Lager 2,Artikel 3,2018-06-19,3.0
Lager 2,Artikel 3,2018-06-18,10.0
Lager 2,Artikel 3,2018-06-19,5.0
Lager 2,Artikel 3,2018-06-21,10.0
Lager 2,Artikel 3,2018-06-20,1.0
Lager 2,Artikel 3,2018-06-19,5.0
Lager 2,Artikel 3,2018-06-21,5.0
Lager 2,Artikel 3,2018-06-22,4.0
Lager 2,Artikel 3,2018-07-02,60.0
Lager 2,Artikel 3,2018-07-03,10.0
Lager 2,Artikel 3,2019-06-19,10.0
Lager 2,Artikel 3,2019-06-21,10.0
Lager 2,Artikel 3,2019-06-21,8.0
Lager 2,Artikel 3,2019-06-14,4.0
Lager 2,Artikel 3,2019-06-19,2.0
Lager 2,Artikel 3,2019-06-19,1.0
Lager 2,Artikel 3,2019-06-19,10.0
Lager 2,Artikel 3,2019-05-20,10.0
Lager 2,Artikel 3,2019-05-23,5.0
Lager 2,Artikel 3,2019-06-13,10.0
Lager 2,Artikel 3,2019-06-21,5.0
Lager 2,Artikel 3,2019-06-14,20.0
Lager 2,Artikel 3,2019-06-18,2.0
Lager 2,Artikel 3,2017-09-06,30.0
Lager 2,Artikel 3,2018-03-13,10.0
Lager 2,Artikel 3,2019-06-27,6.0
Lager 2,Artikel 3,2018-06-15,2.0
Lager 2,Artikel 3,2019-06-26,10.0
Lager 2,Artikel 3,2019-06-24,20.0
Lager 2,Artikel 3,2020-08-13,20.0
Lager 2,Artikel 3,2018-02-07,10.0
Lager 2,Artikel 3,2018-02-02,60.0
Lager 2,Artikel 3,2019-10-09,3.0
Lager 2,Artikel 3,2018-02-08,5.0
Lager 2,Artikel 3,2018-03-14,2.0
Lager 2,Artikel 3,2018-09-24,20.0
Lager 2,Artikel 3,2018-09-27,10.0
Lager 2,Artikel 3,2018-09-24,30.0
Lager 2,Artikel 3,2018-09-26,1.0
Lager 2,Artikel 3,2018-09-24,10.0
Lager 2,Artikel 3,2018-09-28,10.0
Lager 2,Artikel 3,2018-09-25,5.0
Lager 2,Artikel 3,2018-09-25,4.0
Lager 2,Artikel 3,2019-06-24,1.0
Lager 2,Artikel 3,2018-07-30,3.0
Lager 2,Artikel 3,2018-07-30,2.0
Lager 2,Artikel 3,2018-07-31,8.0
Lager 2,Artikel 3,2018-07-31,1.0
Lager 2,Artikel 3,2019-06-24,6.0
Lager 2,Artikel 3,2019-06-26,2.0
Lager 2,Artikel 3,2020-08-12,5.0
Lager 2,Artikel 3,2019-06-27,8.0
Lager 2,Artikel 3,2018-04-17,5.0
Lager 2,Artikel 3,2018-04-16,5.0
Lager 2,Artikel 3,2019-10-09,10.0
Lager 2,Artikel 3,2019-10-10,10.0
Lager 2,Artikel 3,2019-10-09,2.0
Lager 2,Artikel 3,2019-10-09,10.0
Lager 2,Artikel 3,2018-09-27,3.0
Lager 2,Artikel 3,2019-07-10,6.0
Lager 2,Artikel 3,2019-07-04,10.0
Lager 2,Artikel 3,2019-07-05,10.0
Lager 2,Artikel 3,2019-07-16,6.0
Lager 2,Artikel 3,2019-07-16,10.0
Lager 2,Artikel 3,2019-07-17,8.0
Lager 2,Artikel 3,2019-07-18,6.0
Lager 2,Artikel 3,2019-07-18,8.0
Lager 2,Artikel 3,2019-07-10,5.0
Lager 2,Artikel 3,2019-07-22,10.0
Lager 2,Artikel 3,2018-06-21,5.0
Lager 2,Artikel 3,2018-06-18,6.0
Lager 2,Artikel 3,2018-06-19,4.0
Lager 2,Artikel 3,2018-06-21,30.0
Lager 2,Artikel 3,2019-10-03,20.0
Lager 2,Artikel 3,2019-10-01,20.0
Lager 2,Artikel 3,2019-09-30,20.0
Lager 2,Artikel 3,2019-10-01,6.0
Lager 2,Artikel 3,2019-10-04,10.0
Lager 2,Artikel 3,2019-06-04,5.0
Lager 2,Artikel 3,2019-06-04,10.0
Lager 2,Artikel 3,2019-06-04,10.0
Lager 2,Artikel 3,2019-06-07,7.0
Lager 2,Artikel 3,2019-06-26,30.0
Lager 2,Artikel 3,2018-04-17,30.0
Lager 2,Artikel 3,2019-10-10,12.0
Lager 2,Artikel 3,2019-10-11,2.0
Lager 2,Artikel 3,2018-06-13,4.0
Lager 2,Artikel 3,2018-06-25,2.0
Lager 2,Artikel 3,2018-06-25,4.0
Lager 2,Artikel 3,2018-06-28,1.0
Lager 2,Artikel 3,2018-08-01,10.0
Lager 2,Artikel 3,2018-08-01,10.0
Lager 2,Artikel 3,2018-08-01,10.0
Lager 2,Artikel 3,2018-08-03,10.0
Lager 2,Artikel 3,2018-08-03,5.0
Lager 2,Artikel 3,2018-08-01,10.0
Lager 2,Artikel 3,2018-08-02,1.0
Lager 2,Artikel 3,2018-08-03,10.0
Lager 2,Artikel 3,2018-08-02,4.0
Lager 2,Artikel 3,2018-08-01,8.0
Lager 2,Artikel 3,2018-08-01,2.0
Lager 2,Artikel 3,2019-06-19,20.0
Lager 2,Artikel 3,2019-06-18,4.0
Lager 2,Artikel 3,2019-03-07,8.0
Lager 2,Artikel 3,2019-03-07,10.0
Lager 2,Artikel 3,2019-03-08,4.0
Lager 2,Artikel 3,2019-03-12,4.0
Lager 2,Artikel 3,2019-03-12,4.0
Lager 2,Artikel 3,2019-03-13,6.0
Lager 2,Artikel 3,2019-03-13,5.0
Lager 2,Artikel 3,2019-03-14,4.0
Lager 2,Artikel 3,2019-03-13,6.0
Lager 2,Artikel 3,2019-03-14,4.0
Lager 2,Artikel 3,2019-03-12,10.0
Lager 2,Artikel 3,2019-03-08,1.0
Lager 2,Artikel 3,2019-10-03,10.0
Lager 2,Artikel 3,2019-03-19,30.0
Lager 2,Artikel 3,2019-10-11,10.0
Lager 2,Artikel 3,2017-08-21,2.0
Lager 2,Artikel 3,2017-08-24,6.0
Lager 2,Artikel 3,2017-08-24,10.0
Lager 2,Artikel 3,2017-08-24,8.0
Lager 2,Artikel 3,2020-05-05,2.0
Lager 2,Artikel 3,2020-05-04,5.0
Lager 2,Artikel 3,2020-05-04,5.0
Lager 2,Artikel 3,2020-05-05,1.0
Lager 2,Artikel 3,2020-05-06,6.0
Lager 2,Artikel 3,2020-05-07,6.0
Lager 2,Artikel 3,2017-08-25,30.0
Lager 2,Artikel 3,2019-12-03,1.0
Lager 2,Artikel 3,2019-12-04,12.0
Lager 2,Artikel 3,2019-12-13,5.0
Lager 2,Artikel 3,2017-08-29,3.0
Lager 2,Artikel 3,2018-07-19,4.0
Lager 2,Artikel 3,2018-07-20,5.0
Lager 2,Artikel 3,2018-07-18,10.0
Lager 2,Artikel 3,2018-07-19,10.0
Lager 2,Artikel 3,2018-07-17,2.0
Lager 2,Artikel 3,2017-08-21,30.0
Lager 2,Artikel 3,2017-08-24,6.0
Lager 2,Artikel 3,2020-05-04,5.0
Lager 2,Artikel 3,2020-05-08,6.0
Lager 2,Artikel 3,2020-05-08,10.0
Lager 2,Artikel 3,2020-05-07,10.0
Lager 2,Artikel 3,2020-05-06,3.0
Lager 2,Artikel 3,2020-05-06,10.0
Lager 2,Artikel 3,2020-01-02,2.0
Lager 2,Artikel 3,2020-05-05,10.0
Lager 2,Artikel 3,2020-05-04,10.0
Lager 2,Artikel 3,2020-05-06,10.0
Lager 2,Artikel 3,2020-05-07,10.0
Lager 2,Artikel 3,2020-05-08,10.0
Lager 2,Artikel 3,2020-05-12,10.0
Lager 2,Artikel 3,2020-05-12,10.0
Lager 2,Artikel 3,2019-10-08,8.0
Lager 2,Artikel 3,2017-08-24,20.0
Lager 2,Artikel 3,2017-08-23,2.0
Lager 2,Artikel 3,2020-01-09,10.0
Lager 2,Artikel 3,2017-08-29,30.0
Lager 2,Artikel 3,2020-01-07,5.0
Lager 2,Artikel 3,2020-01-08,1.0
Lager 2,Artikel 3,2017-08-29,2.0
Lager 2,Artikel 3,2020-01-09,2.0
Lager 2,Artikel 3,2017-08-30,5.0
Lager 2,Artikel 3,2020-01-08,1.0
Lager 2,Artikel 3,2020-01-08,3.0
Lager 2,Artikel 3,2017-08-24,4.0
Lager 2,Artikel 3,2020-01-08,10.0
Lager 2,Artikel 3,2017-08-28,15.0
Lager 2,Artikel 3,2019-07-19,8.0
Lager 2,Artikel 3,2019-07-17,20.0
Lager 2,Artikel 3,2019-07-19,1.0
Lager 2,Artikel 3,2019-07-15,25.0
Lager 2,Artikel 3,2018-06-18,10.0
Lager 2,Artikel 3,2018-06-25,20.0
Lager 2,Artikel 3,2018-06-07,30.0
Lager 2,Artikel 3,2018-06-26,30.0
Lager 2,Artikel 3,2018-06-20,3.0
Lager 2,Artikel 3,2019-10-04,10.0
Lager 2,Artikel 3,2019-10-02,7.0
Lager 2,Artikel 3,2019-10-04,20.0
Lager 2,Artikel 3,2019-10-03,4.0
Lager 2,Artikel 3,2019-06-07,30.0
Lager 2,Artikel 3,2019-08-14,10.0
Lager 2,Artikel 3,2019-10-10,60.0
Lager 2,Artikel 3,2017-08-29,10.0
Lager 2,Artikel 3,2017-08-29,2.0
Lager 2,Artikel 3,2018-08-01,30.0
Lager 2,Artikel 3,2018-08-02,2.0
Lager 2,Artikel 3,2018-06-25,6.0
Lager 2,Artikel 3,2018-06-06,5.0
Lager 2,Artikel 3,2019-06-12,10.0
Lager 2,Artikel 3,2018-06-18,4.0
Lager 2,Artikel 3,2018-06-25,1.0
Lager 2,Artikel 3,2019-06-11,6.0
Lager 2,Artikel 3,2019-06-11,8.0
Lager 2,Artikel 3,2019-06-12,30.0
Lager 2,Artikel 3,2019-06-12,30.0
Lager 2,Artikel 3,2019-06-11,10.0
Lager 2,Artikel 3,2019-06-07,3.0
Lager 2,Artikel 3,2019-06-12,2.0
Lager 2,Artikel 3,2019-06-13,4.0
Lager 2,Artikel 3,2019-06-13,10.0
Lager 2,Artikel 3,2019-06-14,30.0
Lager 2,Artikel 3,2019-06-17,20.0
Lager 2,Artikel 3,2019-06-14,6.0
Lager 2,Artikel 3,2019-06-18,30.0
Lager 2,Artikel 3,2019-06-18,10.0
Lager 2,Artikel 3,2019-03-08,20.0
Lager 2,Artikel 3,2019-03-12,40.0
Lager 2,Artikel 3,2020-05-04,10.0
Lager 2,Artikel 3,2020-05-04,5.0
Lager 2,Artikel 3,2017-08-23,15.0
Lager 2,Artikel 3,2017-08-18,8.0
Lager 2,Artikel 3,2017-08-24,4.0
Lager 2,Artikel 3,2017-08-21,6.0
Lager 2,Artikel 3,2017-08-24,5.0
Lager 2,Artikel 3,2017-08-25,30.0
Lager 2,Artikel 3,2020-05-06,20.0
Lager 2,Artikel 3,2017-08-25,1.0
Lager 2,Artikel 3,2017-08-21,30.0
Lager 2,Artikel 3,2017-08-21,20.0
Lager 2,Artikel 3,2017-08-18,5.0
Lager 2,Artikel 3,2017-08-24,2.0
Lager 2,Artikel 3,2020-05-12,30.0
Lager 2,Artikel 3,2017-08-24,5.0
Lager 2,Artikel 3,2018-07-26,3.0
Lager 2,Artikel 3,2018-07-24,3.0
Lager 2,Artikel 3,2018-07-27,10.0
Lager 2,Artikel 3,2018-08-09,20.0
Lager 2,Artikel 3,2018-08-03,4.0
Lager 2,Artikel 3,2018-08-07,15.0
Lager 2,Artikel 3,2018-08-10,8.0
Lager 2,Artikel 3,2018-08-10,1.0
Lager 2,Artikel 3,2018-08-06,20.0
Lager 2,Artikel 3,2018-08-09,30.0
Lager 2,Artikel 3,2018-08-06,10.0
Lager 2,Artikel 3,2018-08-06,4.0
Lager 2,Artikel 3,2018-08-07,10.0
Lager 2,Artikel 3,2018-08-06,2.0
Lager 2,Artikel 3,2018-08-07,10.0
Lager 2,Artikel 3,2018-08-08,1.0
Lager 2,Artikel 3,2018-08-08,10.0
Lager 2,Artikel 3,2018-08-07,20.0
Lager 2,Artikel 3,2018-08-13,2.0
Lager 2,Artikel 3,2018-08-14,2.0
Lager 2,Artikel 3,2018-08-13,4.0
Lager 2,Artikel 3,2018-08-16,1.0
Lager 2,Artikel 3,2018-08-13,4.0
Lager 2,Artikel 3,2018-08-16,5.0
Lager 2,Artikel 3,2018-03-09,30.0
Lager 2,Artikel 3,2018-03-01,5.0
Lager 2,Artikel 3,2020-08-19,3.0
Lager 2,Artikel 3,2017-12-14,30.0
Lager 2,Artikel 3,2017-09-22,3.0
Lager 2,Artikel 3,2018-08-23,10.0
Lager 2,Artikel 3,2018-08-20,10.0
Lager 2,Artikel 3,2018-08-16,5.0
Lager 2,Artikel 3,2018-08-21,20.0
Lager 2,Artikel 3,2018-08-20,1.0
Lager 2,Artikel 3,2018-08-24,30.0
Lager 2,Artikel 3,2018-08-24,5.0
Lager 2,Artikel 3,2018-08-20,25.0
Lager 2,Artikel 3,2018-08-21,10.0
Lager 2,Artikel 3,2017-08-21,2.0
Lager 2,Artikel 3,2018-08-30,1.0
Lager 2,Artikel 3,2018-08-30,5.0
Lager 2,Artikel 3,2018-08-29,30.0
Lager 2,Artikel 3,2018-08-28,1.0
Lager 2,Artikel 3,2018-08-31,30.0
Lager 2,Artikel 3,2018-08-27,15.0
Lager 2,Artikel 3,2018-08-21,30.0
Lager 2,Artikel 3,2018-08-21,4.0
Lager 2,Artikel 3,2018-08-27,5.0
Lager 2,Artikel 3,2018-08-24,10.0
Lager 2,Artikel 3,2018-08-28,10.0
Lager 2,Artikel 3,2018-08-28,10.0
Lager 2,Artikel 3,2018-08-23,20.0
Lager 2,Artikel 3,2018-08-13,30.0
Lager 2,Artikel 3,2018-08-07,5.0
Lager 2,Artikel 3,2018-02-06,30.0
Lager 2,Artikel 3,2018-04-16,30.0
Lager 2,Artikel 3,2020-08-13,5.0
Lager 2,Artikel 3,2020-08-11,10.0
Lager 2,Artikel 3,2018-03-14,2.0
Lager 2,Artikel 3,2020-08-12,5.0
Lager 2,Artikel 3,2018-03-13,3.0
Lager 2,Artikel 3,2018-02-08,6.0
Lager 2,Artikel 3,2020-08-13,1.0
Lager 2,Artikel 3,2020-08-11,10.0
Lager 2,Artikel 3,2019-07-11,2.0
Lager 2,Artikel 3,2019-07-18,6.0
Lager 2,Artikel 3,2019-07-17,10.0
Lager 2,Artikel 3,2019-07-17,4.0
Lager 2,Artikel 3,2019-07-22,5.0
Lager 2,Artikel 3,2018-06-27,20.0
Lager 2,Artikel 3,2018-07-03,20.0
Lager 2,Artikel 3,2018-06-26,20.0
Lager 2,Artikel 3,2018-06-26,10.0
Lager 2,Artikel 3,2019-10-01,10.0
Lager 2,Artikel 3,2018-08-28,10.0
Lager 2,Artikel 3,2019-06-11,5.0
Lager 2,Artikel 3,2019-06-11,5.0
Lager 2,Artikel 3,2019-06-12,1.0
Lager 2,Artikel 3,2019-06-12,10.0
Lager 2,Artikel 3,2019-06-13,20.0
Lager 2,Artikel 3,2019-06-12,10.0
Lager 2,Artikel 3,2019-06-12,10.0
Lager 2,Artikel 3,2019-10-07,5.0
Lager 2,Artikel 3,2019-06-11,10.0
Lager 2,Artikel 3,2019-06-11,30.0
Lager 2,Artikel 3,2019-03-05,2.0
Lager 2,Artikel 3,2019-03-06,3.0
Lager 2,Artikel 3,2019-03-07,3.0
Lager 2,Artikel 3,2019-03-04,30.0
Lager 2,Artikel 3,2019-03-06,20.0
Lager 2,Artikel 3,2019-03-08,10.0
Lager 2,Artikel 3,2019-03-06,6.0
Lager 2,Artikel 3,2019-03-06,20.0
Lager 2,Artikel 3,2019-03-06,4.0
Lager 2,Artikel 3,2019-03-07,5.0
Lager 2,Artikel 3,2019-03-07,7.0
Lager 2,Artikel 3,2019-03-08,2.0
Lager 2,Artikel 3,2019-03-11,2.0
Lager 2,Artikel 3,2019-03-11,5.0
Lager 2,Artikel 3,2019-12-18,1.0
Lager 2,Artikel 3,2019-12-20,2.0
Lager 2,Artikel 3,2018-07-23,10.0
Lager 2,Artikel 3,2018-07-24,5.0
Lager 2,Artikel 3,2018-07-25,4.0
Lager 2,Artikel 3,2018-07-24,8.0
Lager 2,Artikel 3,2018-07-23,10.0
Lager 2,Artikel 3,2018-07-24,10.0
Lager 2,Artikel 3,2018-07-27,10.0
Lager 2,Artikel 3,2018-07-27,30.0
Lager 2,Artikel 3,2018-07-23,2.0
Lager 2,Artikel 3,2018-07-02,6.0
Lager 2,Artikel 3,2018-07-05,8.0
Lager 2,Artikel 3,2018-07-23,4.0
Lager 2,Artikel 3,2018-07-25,2.0
Lager 2,Artikel 3,2018-07-26,1.0
Lager 2,Artikel 3,2018-07-27,2.0
Lager 2,Artikel 3,2018-07-26,5.0
Lager 2,Artikel 3,2018-09-20,2.0
Lager 2,Artikel 3,2018-09-13,10.0
Lager 2,Artikel 3,2018-09-25,10.0
Lager 2,Artikel 3,2018-09-26,20.0
Lager 2,Artikel 3,2018-09-26,8.0
Lager 2,Artikel 3,2018-09-24,3.0
Lager 2,Artikel 3,2018-09-24,2.0
Lager 2,Artikel 3,2018-09-26,4.0
Lager 2,Artikel 3,2018-09-27,15.0
Lager 2,Artikel 3,2020-08-13,20.0
Lager 2,Artikel 3,2020-08-12,3.0
Lager 2,Artikel 3,2020-08-12,1.0
Lager 2,Artikel 3,2020-08-13,6.0
Lager 2,Artikel 3,2018-05-17,20.0
Lager 2,Artikel 3,2019-10-02,10.0
Lager 2,Artikel 3,2018-06-14,6.0
Lager 2,Artikel 3,2019-10-03,10.0
Lager 2,Artikel 3,2019-10-02,20.0
Lager 2,Artikel 3,2019-10-01,4.0
Lager 2,Artikel 3,2019-10-02,2.0
Lager 2,Artikel 3,2019-10-08,10.0
Lager 2,Artikel 3,2019-10-07,10.0
Lager 2,Artikel 3,2018-06-28,10.0
Lager 2,Artikel 3,2019-10-04,10.0
Lager 2,Artikel 3,2019-03-07,8.0
Lager 2,Artikel 3,2020-04-24,20.0
Lager 2,Artikel 3,2020-04-22,3.0
Lager 2,Artikel 3,2020-04-27,6.0
Lager 2,Artikel 3,2020-04-29,5.0
Lager 2,Artikel 3,2020-04-29,10.0
Lager 2,Artikel 3,2020-04-28,10.0
Lager 2,Artikel 3,2019-12-16,5.0
Lager 2,Artikel 3,2019-12-20,10.0
Lager 2,Artikel 3,2019-12-19,30.0
Lager 2,Artikel 3,2019-12-18,10.0
Lager 2,Artikel 3,2019-12-18,2.0
Lager 2,Artikel 3,2019-12-18,1.0
Lager 2,Artikel 3,2019-12-17,10.0
Lager 2,Artikel 3,2019-12-19,2.0
Lager 2,Artikel 3,2018-07-25,30.0
Lager 2,Artikel 3,2018-07-25,1.0
Lager 2,Artikel 3,2017-08-28,10.0
Lager 2,Artikel 3,2017-08-31,10.0
Lager 2,Artikel 3,2017-08-28,20.0
Lager 2,Artikel 3,2017-08-29,10.0
Lager 2,Artikel 3,2017-08-25,2.0
Lager 2,Artikel 3,2017-08-30,10.0
Lager 2,Artikel 3,2020-05-11,7.0
Lager 2,Artikel 3,2020-05-12,10.0
Lager 2,Artikel 3,2020-05-14,50.0
Lager 2,Artikel 3,2020-08-14,15.0
Lager 2,Artikel 3,2020-08-14,1.0
Lager 2,Artikel 3,2017-09-11,1.0
Lager 2,Artikel 3,2020-08-11,10.0
